Username,Reviews
silviashkh,"calming banget teksturnya, adem dipke pas kulut lagi kering. karna tipe kulit aku kering bgt. cocok dipake pas abis eksfoliasi. ga abis abis pke nya sampek aku pkein ke tangan kaki badan aku. cobain dehhhh lebih hemat juga. langsung beliiiii"
mfatihim_,saya sangat menyukai produk ini karna dapat membuat kulittt saya menjadi lebih lembab. saya ering rutin menggunakannya dimalam hari dan pagi hari agar mendapatkan hasil yang maksimal. saya sangat suka dan ini worth it dengan harga terjangkau dan isi banyak
Nsultoni18,Sangat bagus dan harga bersahabat .. harumnya ok .. produk gambang dibeli .. tidak buat wajah berjerawat .. sanagttttt bagussss.. repeat order lagiiiii dan lagiiiii.. selalu adaaaa promoooo menarikkkk .. harga okk sekaliiiiiiiiiiMembuat kulit halus
sarahjihan,"moisturizer viral pada masanya, ikut beli juga karena pada review bagus di sosial media, beli di official store di tunjungan plaza surabaya. ternyata memang enak seperti ada cooling effectnya di kulit apalagi kalau disimpan di kulkas sebelum dipakai"
pujiastutik11,Produk okkkkk banget. harga bersahabat .. harumnya ok .. produk gambang dibeli .. tproduk ok bangetttttttt.. sanagttttt bagussss.. repeat order lagiiiii dan lagiiiii.. selalu adaaaa promoooo menarikkkk .. harga okk sekaliiiiiiiiii
fankho,Pake produk ini habis latsar 1 bulan sunburn paraah pake ini 2 bulanan pulih dan sembuh akhirnyaa.. maminya temen juga cocok banget pake ini untuk ngatadi kulit super keringnyaa. Sekarang bisa dibeli dimana-mana lahii ga kayak dulu susah nyarinya
pavel2122,Lembab banget. Kemerahan dikulit mereda dan ini cocok buat disegala kondisi harus banget kamu coba biar kamu ikut merasakan manfaatnya. Bisa banget kamu beli lewat shoppe atau kamu pesan lewat jastipers. Yuk buruan cobain sekarang juga
Jetsy,Terimakasih Female Daily . Selalu exaited datang dan belanja disini . Sangat menyenangkan dapat memilih dan membeli produk sesuka hati . Yukk cobain rangkaian Nature republik. Terimakasih nature Republik dan terimakasih female daily . Semoga bertemu di tahun depan
nisatgdh,Melembabkan dan TDKbuat kulit berminyak. Bahkan aman ditaro di muka. SDHpakai cukup lama dan suka dibandingdengan lotion. Biasanya habis dr pantai suka make ini.. enak dan adem banget rasanya . Rekomend sih sebagai yg kulitnya kombinasi
deviayu_,"Nature republic ini rekomended banget sih, apa lagi dengan kulit wajah ku yang berjerawat. Waktu dipakai pun juga dingin di wajah yang membuat relax saat pemakaian. Masker ini juga berfungsi meringankan kulit wajah yang kemerahan akibat iritasi"
rzkcar,"Produk ini sangat cocok untuk segala tipe kulit,dapatdapat digunakandapat digunakan sebagaidapat digunakan sebagai Masdapat digunakan sebagai maskerdapat digunakan sebagai masker wajah , masker rambutt, moisturize after shaving"
Astiparamitha,"Dari aloe Vera ini sangat bagus, teksturnya yang ringan dan mudah meresap tanpa meninggalkan rasa lengket. Ini membuatnya cocok untuk semua jenis kulit, termasuk kulit berminyak dan sensitif. Selain itu, kandungan lidah buaya yang meredakan kemerahan, iritasi, serta mempercepat proses regenerasi kulit."
Glassha,"Serum untuk segala keperluan sih ini, buat muka oke, tangan oke, kaki oke, bahkan sebadan2 juga oke. Sekali pake langsung adem nyes lembab seketika. Aq pake tiap pagi dan malem, bantu banget jaga hidrasi kulitku. Kulitku cenderung ke kering banget."
raanptr,"first time aku cobain skincare tu pake ini xixi, dan dia kek enak bgt gitu nyerep ke kulitnya, ringan no drama! untuk mukaku yg sensitive klo kena matahari, dia penolong bgt buat redain kemerahan dan sensasi panas dimukaað¥¹ produk ini first loveku di dunia perskincareanðð«¶ð»"
aimm,"Sangat nyaman dipakai di kulit, baik sekali untuk kulitku, seger, bikin mulus, bercahaya, dannn bikin ademmmmmmmmm bangetttt dan bikin semakin mempesona, selain itu bikin kenyal di muka, bye bye beruntusannnnnnnnnn jadi aman deh yeayyy"
Savira15,"Aku pas nyoba brand ini karna fomo awalnya tapi pas pemakaian pribadi di aku jujur ngefek bgtt, aku pake sebelum tdr dan aku pake kaya sleeping mask dan jujur paginya itu seger dan plumpyy bgtt kulitku trs bruntusanku juga lumayan menghilang"
fadhilahaddin,"Teksturnya enak,. Dapat meresap dengan baik menarik hati daat mencobannyaa karna dapat memperbaiki tekturr kulit dan memperbaiki skinn barrrieer mantap srkalli produk ini. Akana tetrus saya rephurchashse karna sangat vocok di kulit saya yang kering"
cyndi_,"Produk yang top banget buat base make up, dan dapat mengatasai masalah kulit kering juga untuk daily routine aktifitas sehari hariHarga dan kualitas juga terjamin bagus, harga murah karena isi produk besar dan kualitas juga bagus. 1 produk bisa sampai 2-3 bulan pemaikaian"
Aminatus25_,"JUARA!!! Udah nyobain ini dari jaman SMA sampai sekarang mau kerja, dan ngga pernah stop buat re-pur chase sih. Penyelamat banget kalau kulit lagi kering, atau lagi jerawatan supaya adem............................................"
novisun,"Baik cocok untuk semua jenis kulit dan bagus untuk kulit berjerawat.JUARA!!! Udah nyobain ini dari jaman SMA sampai sekarang mau kerja, dan ngga pernah stop buat re-pur chase sih. Penyelamat banget kalau kulit lagi kering, atau lagi jerawatan supaya adem"
Kharinnaw,"Ini andalan jd ""emergency topical"" kalau-kalau (nauzubillah) pas lagi goreng-goreng trs kena cipratan minyak panas. Adeeemm banget. Trus selain itu, bikin kulit lembab, cepat meresap ketika diaplikasikan. Pakai ini udah sejak lama."
Ekaayu20,"Buat aku yang kulit sensitive cocok pake ini apalagi kalo disimpan di kulkas membuat lebih fresh seger, bisa di pake di wajah di rambut bahkan di badan. Harga Worth it dan Banyak manfaatnya bisa dipake semua gender jadi ð¥°"
nopaleloleon,kerrrrrrrrennnnnnnn mantaapoppoo hebatttttt gokillll gacorrrrrrr kereeeeebbbbbbb hokilllllll mantaappppppppppppppppppppppppppppppppoopppppppppp kerenn hebatttttt kerennnnn manyappppp josssssssssssssssssssssssssssss
fatimatzzhrh,cocok banget di kulit akuu selalu pake produk dari Nature republik ini aku saranin buat kalian yng lagi cari buat tenangin kulit kalian juga coba produk ini aman banget buat semua jenis kulitt lo
sucidwipa,"Moist and shine. Product recommended banget, kulit berasa lembut dan juga lebih berkilau. Harga terjangkau, bisa beli lewat offline maupun online. Aloe vera terreccomended yang pernah dipakai, udah coba yang lain tapi ini terdebest sih"
jasminedwiajeng,"Bagus bangetttt, cocok banget di kulitku, menyegarkan jugaaaa! Tau produk ini dari temen-temenku, ternyata cocok banget di aku. Teksturnya ringan, gampang meresap, dan nggak lengket sama sekali. Bisa dipakai buat wajah, badan, bahkan rambut! Kulit jadi lebih lembap, adem, dan keliatan lebih sehat. Pokoknya wajib punya! â¤ï¸â¨"
dinimarta11,"Baru kali ini nemenin produk yg merubah duniaku hehehe, yang awalnya wajahku kusam, beruntusan dan berjerawat setelah pakai nature republik jadi mulus glowing dan bebas jerawat. Terima kasih naturekarena sudah membantu pejuang ance ð¥°ð¥°ð¥°ð¥°ð¥°ð¥°"
fitripuji22,Selalu pakai ini produk enak banget dingin gak bikin jerawat selalu lembab di kulit wajah gak bikin jerawat ayo gais jangan di raguin lagi yaa aku aja cocok pasti kalian cocok pake produk ini saya suka banget sama produkini super bagusss banget
Salwa_Nadia,"Saya sudah menggunakan Nature Republic Aole Vera Soothing Gel selama beberapa bulan, dan sejauh ini pengalaman saya cukup memuaskan. Produk ini memiliki tekstur gel yang ringan dan cepat menyerap tanpa meninggalkan rasa lengket. Saya biasanya menggunakannya sebagai pelembap wajah dan masker tidur, terutama saat kulit terasa kering atau setelah terkena sinar matahari."
angieliem,"Skincare itu perawatan kulit yang tujuannya biar kulit tetap sehat, bersih, dan terawat. Basic-nya ada beberapa langkah utama: cleansing, moisturizing, dan protecting. Tapi, kalau mau lebih maksimal, bisa ditambah dengan exfoliating, toning, serum, dan masker sesuai kebutuhan kulit."
rosalinnabila,"Secara keseluruhan, Nature Republic Aloe Vera 92% Soothing Gel adalah pilihan yang baik untuk hidrasi dan menyejukkan kulit, terutama bagi mereka yang mencari produk perawatan kulit multifungsi dengan harga terjangkau."
elle12,"baguss banget untuk melembabkan kulit secara dengan menggunakan aloevera nature republik bisa digunakan sebagai pelembab tangan dan tubuh, so gausah ragu buat pakai nature republik untuk moistturazerr untuk seluruh tubuh dan wajah."
11Nabilaputri,Bagussslembabkalobreakoutpakeiniajaagaidsbagusssbgttsoalnyaaakobisa gituyaaaakerennnnbuatbreakoutlangsungsembuhhhuwawwwgilaaakuereelikeee pollllpennnbelliiilagiiiisinyabuanyaaakkkjugaaakereennnnnnnnnnngilee
fimmaputri,"Nature Republic Aloe Vera 92% Soothing Gel adalah produk perawatan kulit yang terkenal karena kandungan alaminya yang bermanfaat, yaitu 92% ekstrak aloe vera. Gel ini memiliki tekstur ringan dan tidak lengket, membuatnya cepat menyerap ke dalam kulit. Produk ini diklaim memiliki banyak manfaat, termasuk menenangkan kulit yang teriritasi, melembapkan, dan memberikan rasa segar setelah pemakaian."
nauradan22,"Baguss... Aku sering pakai ini tapi utk lembab, bekas jerawat, dll.Aku kurang cerita panjang ya ð. Aku beli ini dari tiktok shop donk ð Nanti insyaallah aku sering pakai ini ya ð tapi aku ga suka jerawat kok ð sebab wajah ku ga bagus aja pasti aku jelek aja"
sheilla21,"Produk yg ringan untuk kulit saya, dan tidak menggangu aktivitas sehari hari. Sangat rekomendasi ke masyaralat demgan produk tersebut. Tempat yang sangat praktis dan tidak sulit dibawa kemana saja apalahi untuk travelling"
njwlntg,"untuk melembapkan dan menenangkan kulit, sangat cocok digunakan oleh pemilik kulit kering atau sensitif. tetapi geel ini sedikit lengket setelah pemakaian. tak hanya itu, produk ini juga untuk merawat kulit dan memberikan kelembapan yang tahan lama."
fendychen_95,pertama beli kemakan fomo karena harga murah dan banyak promo karena dikasih teman tapi ternyata dipakai ngga seberapa bmmoistlumayan lah buat dingin dinginan ajadot harga lmayan mahal tapi banyak palsunya jadi beli harus hati hati beli
silfiyah12,"Super duper suka, by the way kulit aku combination to oily. Tapi pake produk ini tuh bener bener oke banget. Ga bikin minyak berlebih, super melembabkan. Aku selalu pake ketika kulit aku lagi kering & aku pake setiap 2x seminggu buat sleeping mask."
fionalmr,"COI COI COI GOKIL sumpa suka be ge te, se go kil itu. dari jaman smp sekarang udh mo lulus kuliah pake ini terus, ga bikin kulit kusam, bruntusan juga ilang, bekas jerawat yang macam hitam.legam kek pantat panci pun mudah mudar, rekomen bgt deh"
karenevans,"bagus tapi ngga seberapa lembab tapi cepat habis. beli karena lagi viral tapi ngga sebenrapa worth the price sihmerk lain lebih bagus, kemasan kurang lucutapi lumayan buat adem""an sihbakal repurchase kalau ada diakon yang banyakk nanget"
Izza_anis,"bis melembabkan kulitt, ga lengket dan juga cepet banget meresapnya ke kulit, jadi kulit ngga kering lagi, bagus banget pokonya......kalo dipake di malam hari besok paginya kulit jadi lembab, recomeded pake ini buat yang kulitnya kering....."
hanidwn,"Ini brand pertamaku buat nenangin muka, apalagi pas jerawat dan kondisinya kurang hidrasi, ini bagus banget, produk legend sih katakuu hehe, harga lumayan murah karna dapetnya emang banyak bgt, dipake tiap hari aman ga bikin ketagihan hee"
dina96,"Suka banget pake produk ini karena ya kegunaannya banyak banget ya, selain buat menjaga kelembapan kulit juga bisa digunakan di rambut untuk menguatkan rambut agar tidakmudah rontok dan masih banyak lagi kegunaannya yang tidak bisa di sebutkan 1/1."
ekiild,"Si calming yang ampuh buat wajah yang lagi breakout. Teksturnya gel, jadi gampang banget buat di apply ke wajah. Efeknya langsung bikin kulit jadi adeeem. Gak cuma buat wajah, buat tubuh yg kering kerontang juga bisa. Buat harga bersahabaat"
fadhilarofah,"Nature Republic Aloe Vera cocok banget buat kulit kering. Menghidrasi kulit dan bikin kulit terasa dingiiinnnn.Best buat soothing kulit yg habis cukur atau waxing karena bantu bikin kulit tenang dan gk kemerahan setelah waxing,,,,,,,"
rafafifaa,"Keamanan jamaah memang menjadi prioritas dalam konteks ini. Sebab, apabila jamaah mengalami sakit dan dirawat di Arab Saudi atau bahkan sampai meninggal dunia maka PPIU akan mengurus seluruh dokumen surat kematian dari KJRI dan proses pemakaman di Arab Saudi. Dari contoh tersebut, jamaah umrah dapat memperoleh berbagai manfaat dari PPIU, mulai dari jaminan keabsahan ibadah hingga perlindungan maksimal terhadap berbagai risiko."
Talent09,Dulu pakai produk ini jaman pandemi untuk buat handsanitizer...sejauh ini membuat kulit gak mudah iritasi karena alkohol.. bagus juga buat ndinginin kulit apalagi pas cuacanya panas..murah juga dapatnya banyajSo far so good..Love it much..
Liciawang,"Suka banget sama produk ini, lembab, gak lengket, ringan pol, soothing dan calming buangetttTrs juga bisa di pake semuka sama badan jugaAku selalu pake ini soalnya murah dan bagusIsinya jg buanyakkkkkkPokoknya sukaaaa polllllllLop poll"
FistaAnOk,"Pakai ini since 2019, sungguhh bikin lembap dan kulit kerasa plumpy banget. Sukaaa banget sama produk ini. Mana kemasannya super jumbo jadi ga perlu bolak balik repurchase karena awet. Yang paling penting multifungsi bisa dipakai hampir kesemua bagian tubuh"
luna18,Produknya sangat bagus. Walaupun bentuknya gel tapi cepat meresapdan tidak lengket. Bikin kulit lembab sepanjang hari. Aman dipakai semua jenis kulit. Mudah di dapat ditoko online dan offline. Baunya walaupun tidak wangi tetap enak
Rara1212,"Soothing Gel beberapa kali repurces dan cocok di wajah aku yang acne prone karna berjerawat. Taruh di kulkas dingin dingin ginana gitu, bisa d buat sleeping mask cuma ya itu kadang pas tidurnya banyak gerak jadi nempel ke bantal, jadi makainya bukan jd sleeping mask"
cicibilqies,"Suka banget pake ini, nenangin banget di kulit.Pas di pake dingin, apalagi kalo di taro di kulkas dulu sebelum pemakaian. Cocok sih buat yang biasa kerja di luar, abis panas-panasan sama sinar matahari terus di dinginin sama aloe vera nya nature republic"
wiwinsiktya,"Paling suka pake produk ini, udah lama sy pake ini karena selain lembab, lembut dan terasa adem. Selain untuk kulit tangan dan kaki, pemakaian bisa untuk wajah juga bisa ya. Sekeluarga saya pakai ini dan ngga mau ganti ke produk lain. Kamu bisa coba juga ya...."
meme1971,"Mutu terjamin, enak dipakai, harga terjangkau, kulit jadi sehat, wangi, nyaman dipakai, mudah digunakan, dijangkau dimana-mana, tidak buat iritasi, terkenal, banyak promo, bisa digunakan berbagai usia, aman untuk ibu hamil dan anak"
ellelnoramarietta,Pelembab aloevera ga bikin kering. Ada wangi tipis tapi gak ganggu. Cocok untuk kulit berjerawat dan berminyak. Tidak ada reaksi buruk saat pemakaian. Mudah dipakai dan mudah dihapus. Tidak mengganggu karena mufah meresap. Boleh dibeli lagi
innaz1012,Enak bgt bikin calm kulit. Pokoknya the best dehhh enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm enak bgt bikin calm
billah27,"Dingin, enak banget buat sleeping mask, bikin kulit yang merah merah karna sensitif dan terlalu banyak dipegang kaya hidung jadi reda, isinya banyak, worth it buat harga normal 100rban kalo promo nggak sampe 100rb"
RGd1,Bagus untuk menenangkan kulit yang kemerahan. Melembabkan dan menyegarkan sehingga nyaman digunakan sebagai sleeping mask atau masker dadakan yang hanya 15 menit. Walau wangi alkoholnya terlalu menyengat jadi semoga dapat dikembangkan lagi agar dikurangi wanginya
astriadhima,"pernah viral pada masanya. make ini udah habis banyak jar, kulit jadi lembab trs ga kemerahan. karena kulit aku kering jadi cocok banget. make hampir 2 tahunan tapi lama lama di kulit ku efeknya jadi biasa aja dan di akhir akhir aku stop karena kulit jadi kusam"
